open,high,low,close,volume,ma,rsi,macd,macdsignal,BB_upper,BB_lower
29756000.0,29950000.0,29250000.0,29810000.0,1630.59441122,,,,,,
29810000.0,29910000.0,29501000.0,29605000.0,496.02221057,,,,,,
29595000.0,29648000.0,29338000.0,29579000.0,714.79051435,,,,,,
29579000.0,29660000.0,29500000.0,29543000.0,1224.62044115,,,,,,
29532000.0,29582000.0,29170000.0,29263000.0,969.20080252,29560000.0,,,,,
29263000.0,29430000.0,29200000.0,29392000.0,930.81293792,29476400.0,,,,,
29402000.0,29571000.0,29221000.0,29529000.0,1213.79927665,29461200.0,,,,,
29533000.0,29584000.0,29307000.0,29363000.0,300.73025931,29418000.0,,,,,
29359000.0,29495000.0,29000000.0,29023000.0,862.13026394,29314000.0,,,,,
29018000.0,29320000.0,28943000.0,29100000.0,1879.13507121,29281400.0,,,,,
29099000.0,29162000.0,28926000.0,28937000.0,1262.51594523,29190400.0,,,,,
28933000.0,29063000.0,28849000.0,28952000.0,1369.88390466,29075000.0,,,,,
28952000.0,29164000.0,28860000.0,28961000.0,808.27116376,28994600.0,,,,,
28961000.0,29018000.0,28050000.0,28062000.0,1450.42958381,28802400.0,,,,,
28062000.0,28108000.0,27415000.0,27604000.0,3071.64055767,28503200.0,12.482993197278912,,,,
27604000.0,27605000.0,26707000.0,27102000.0,3272.41905609,28136200.0,10.54411244695898,,,,
27103000.0,27127000.0,26802000.0,26996000.0,1476.77130214,27745000.0,10.184400656814448,,,,
26996000.0,27101000.0,26707000.0,26860000.0,1588.38443448,27324800.0,9.72594818160851,,,,
26869000.0,27492000.0,26751000.0,27091000.0,2071.96470161,27130600.0,16.59371261996332,,,,
27091000.0,27400000.0,26895000.0,27052000.0,666.83518327,27020200.0,16.367317391279347,,,30661383.431486204,26521016.568513796
27056000.0,27399000.0,26888000.0,27343000.0,654.25756266,27068400.0,24.630243735989662,,,30526807.14137036,26408892.85862964
27341000.0,28023000.0,27308000.0,27682000.0,2146.13663632,27205600.0,32.94211994072629,,,30388433.804943033,26354966.195056967
27682000.0,27682000.0,26929000.0,26974000.0,1340.83904512,27228400.0,26.395101855806885,,,30265938.426738963,26216961.573261037
26971000.0,27462000.0,26870000.0,27322000.0,1106.4260677,27274600.0,33.401387616492414,,,30100043.66320408,26160756.33679592
27322000.0,27500000.0,27256000.0,27343000.0,831.84910671,27332800.0,33.81083000294795,,,29960555.590807762,26108244.409192238
27363000.0,27622000.0,27249000.0,27453000.0,324.8585016,27354800.0,36.02936534972385,,,29773605.709628135,26101294.290371865
27453000.0,27798000.0,27426000.0,27737000.0,478.63001641,27365800.0,41.482836523675466,,,29533312.81774473,26162387.18225527
27722000.0,27791000.0,27422000.0,27492000.0,743.54925276,27469400.0,38.43850932838818,,,29294419.618730962,26214180.381269038
27490000.0,27581000.0,27330000.0,27442000.0,482.07018273,27493400.0,37.828369869802614,,,29105130.816711657,26245369.183288343
27430000.0,27600000.0,27420000.0,27518000.0,469.54239034,27528400.0,39.4028707112918,,,28868350.81355107,26323949.18644893
27524000.0,27527000.0,27167000.0,27317000.0,807.03099302,27501200.0,36.751941803243895,,,28632405.61533608,26397894.38466392
27317000.0,28456000.0,27260000.0,27780000.0,1188.36371603,27509800.0,45.79792447345924,,,28370686.63639524,26542413.36360476
27791000.0,29300000.0,27736000.0,29199000.0,2431.52903932,27851200.0,63.17936907380957,,,28463252.38741169,26473647.61258831
29190000.0,29832000.0,29024000.0,29334000.0,2570.54594351,28229600.0,64.35064099819438,-246534.7213889584,-702374.7534984127,28796584.29767642,26267515.70232358
29334000.0,29732000.0,29318000.0,29696000.0,891.8676163,28665200.0,67.34987809992263,-89464.58711263165,-579792.7202212565,29214871.4388355,26058428.5611645
29696000.0,29765000.0,28855000.0,29313000.0,1523.06098565,29064400.0,61.458512111135335,4062.8923017308116,-463021.597716659,29463812.198488638,26030587.801511362
29322000.0,32000000.0,29146000.0,31502000.0,6238.76887173,29808800.0,74.9471480296328,251914.18936652318,-320034.4403000226,30307143.74155887,25637856.25844113
31509000.0,31990000.0,31269000.0,31891000.0,1436.99897278,30347200.0,76.51979065847134,474260.2005783506,-161175.51212434797,31056160.34213005,25391939.65786995
31900000.0,31940000.0,31583000.0,31676000.0,1227.59581991,30815600.0,73.76372687344761,625907.2441137917,-3758.960876720026,31605609.953034442,25300990.046965558
31676000.0,32302000.0,31579000.0,32131000.0,2210.87675355,31302600.0,75.7540022579298,773882.4805690348,151769.32741243095,32170119.14999686,25244380.85000314
32131000.0,32630000.0,31768000.0,31863000.0,2014.93271236,31812600.0,72.27612714920443,859619.4039391689,293339.3427177785,32594762.631413415,25271737.368586585
31875000.0,32650000.0,31616000.0,32609000.0,2168.24340074,32034000.0,75.63004108194959,976505.9461358339,429972.6634013896,33123332.21200426,25235867.78799574
32609000.0,34469000.0,32320000.0,33909000.0,7695.20555299,32437600.0,80.139102014837,1160659.1521744095,576109.9611559936,33835943.03299047,25216756.96700953
33881000.0,33980000.0,32114000.0,32904000.0,2040.56959441,32683200.0,69.44211135069743,1211540.9044590518,703196.1498166053,34229348.39282052,25381551.607179478
32884000.0,32987000.0,31700000.0,32490000.0,1742.25086307,32755000.0,65.55994038034386,1204573.1502152942,803471.549896343,34482595.31652768,25643004.68347232
32491000.0,33000000.0,32000000.0,32429000.0,2205.18943333,32868200.0,64.98348076414142,1180520.657286819,878881.3713744383,34675606.66360628,25947593.33639372
32409000.0,32769000.0,32381000.0,32735000.0,802.63812114,32893400.0,66.57138740627313,1172633.1410917267,937631.725317896,34879325.21647183,26243674.78352817
32735000.0,32895000.0,32225000.0,32859000.0,1651.08373492,32683400.0,67.22008861782986,1162981.8604136147,982701.7523370397,35016364.41058072,26643335.589419283
32859000.0,33500000.0,32570000.0,32758000.0,3803.06881161,32654200.0,66.09501883760949,1134109.9811311811,1012983.398095868,35057007.25604243,27134292.74395757
32752000.0,32815000.0,32114000.0,32700000.0,1660.98220748,32696200.0,65.41789477724173,1093938.4519938715,1029174.4088754687,35012439.42776721,27697060.572232794
32700000.0,33000000.0,32483000.0,32511000.0,970.64203949,32712600.0,63.14763729827363,1034921.5735872202,1030323.8418178189,34794955.209868394,28433944.790131606
32505000.0,32680000.0,32307000.0,32428000.0,1315.27809038,32651200.0,62.127951069883466,970268.2178716101,1018312.7170285771,34509808.07514876,29183891.92485124
32413000.0,32830000.0,32336000.0,32788000.0,1077.8593177,32637000.0,64.78412792094791,937274.6403978802,1002105.1017024377,34421601.07502168,29630998.924978323
32788000.0,33450000.0,32600000.0,33250000.0,1757.344992,32735400.0,67.89599839747804,937598.4798085131,989203.7773236528,34327784.96219164,30116415.037808362
33258000.0,33337000.0,32895000.0,33215000.0,1527.00021934,32838400.0,67.41001854655913,924375.2943916805,976238.0807372583,34195550.87343512,30600549.126564886
33212000.0,33455000.0,32915000.0,33234000.0,614.01297388,32983000.0,67.54582328428063,904996.7269637696,961989.8099825606,33740190.20587387,31448009.794126134
33230000.0,33449000.0,32950000.0,33335000.0,522.93790196,33164400.0,68.30198609726652,887557.7157086954,947103.3911277875,33758677.74686835,31612822.253131647
33309000.0,34547000.0,33300000.0,34289000.0,3291.56610166,33464600.0,74.37518089663268,939882.618962314,945659.2366946929,34022788.65685057,31588511.343149435
34289000.0,34832000.0,34182000.0,34716000.0,1970.0566465,33757800.0,76.54162399483138,1004229.6785603091,957373.3250678161,34322815.23175768,31592484.768242322
34712000.0,35803000.0,34553000.0,35796000.0,3188.51970375,34274000.0,80.93257909228214,1129353.6747859716,991769.3950114471,34930852.50216312,31350947.497836884
35786000.0,35799000.0,34680000.0,35161000.0,3002.8833723,34659400.0,72.356774003765,1163859.897757236,1026187.4955606048,35199134.89906038,31412465.100939613
35165000.0,35600000.0,35000000.0,35525000.0,832.1877242,35097400.0,74.05398019889428,1206668.364213273,1062283.6692911384,35546247.97997181,31356952.020028185
35534000.0,36649000.0,35300000.0,36207000.0,2752.38682324,35481000.0,76.91396021282524,1280861.1129840873,1105999.158029728,35977173.14250605,31155826.85749395
36207000.0,36649000.0,36027000.0,36080000.0,2960.48272884,35753800.0,75.2505252765716,1314261.5729842,1147651.6410206226,36349462.80744927,31101137.192550737
36080000.0,36492000.0,36034000.0,36288000.0,1337.08952811,35852200.0,76.15992044591147,1342045.2772807553,1186530.3682726491,36699131.65145986,31131268.348540142
36261000.0,36372000.0,35856000.0,36264000.0,1633.02697132,36072800.0,75.8137680600747,1346604.6435839832,1218545.223334916,36981809.54265595,31232090.457344048
36264000.0,36435000.0,35972000.0,36161000.0,1286.57394518,36200000.0,74.25396009312011,1326614.3505898267,1240159.0487858981,37213350.94374964,31343149.056250364
36160000.0,36350000.0,35500000.0,36173000.0,1096.86750431,36193200.0,74.32024925996464,1296791.5928241536,1251485.5575935491,37413824.2380781,31474075.761921898
36190000.0,36300000.0,35600000.0,35767000.0,986.19106293,36130600.0,67.94604768874439,1226260.468160741,1246440.5397069876,37511799.3487351,31677000.6512649
35760000.0,36183000.0,35723000.0,36140000.0,1152.15406055,36101000.0,70.4532843512672,1186781.5474909917,1234508.7412637884,37621729.85134818,31911070.148651823
36140000.0,36200000.0,35657000.0,35902000.0,905.39568548,36028600.0,66.85967540548768,1123340.4381629452,1212275.0806436199,37633814.22749552,32238085.77250448
35903000.0,36096000.0,35710000.0,36013000.0,1005.75529645,35999000.0,67.68748608454239,1069688.9657473713,1183757.8576643702,37589870.450787336,32640529.549212664
36017000.0,36668000.0,35931000.0,36522000.0,1627.05495276,36068800.0,71.23568377117645,1056068.137322098,1158219.9135959158,37603467.196498945,33000332.80350106
36521000.0,37500000.0,36431000.0,37351000.0,1744.51907981,36385600.0,75.88102247782112,1099492.6377031878,1146474.4584173702,37771179.00564408,33242720.994355917
37350000.0,37526000.0,36830000.0,37233000.0,1556.63719216,36604200.0,74.04791336832646,1111571.7461190969,1139493.9159577156,37831651.4290418,33584048.5709582
37228000.0,37310000.0,36217000.0,36399000.0,2493.83678051,36703600.0,62.54704428985711,1041838.0362327695,1119962.7400127263,37677704.58157954,34054495.41842046
36399000.0,37555000.0,36257000.0,37462000.0,1546.887655,36993400.0,69.12856871152165,1060128.2859089226,1107995.8491919655,37602049.87905334,34542850.12094666
37460000.0,37838000.0,37215000.0,37546000.0,2392.84781861,37198200.0,69.58343244152097,1069077.8742773235,1100212.2542090372,37660686.41778291,34809913.58221709
37531000.0,37670000.0,36913000.0,36976000.0,1815.69760875,37123200.0,62.81949985304496,1018436.3509274647,1083857.0735527226,37624514.41772141,35072085.58227859
36992000.0,37601000.0,36750000.0,37363000.0,968.31748049,37149200.0,65.28673041679198,998025.6263550371,1066690.7841131855,37749179.58757073,35104120.41242927
37363000.0,37700000.0,37051000.0,37295000.0,1026.93814666,37328400.0,64.47710769569723,965236.3050933927,1046399.888309227,37771888.37647446,35294811.62352554
37294000.0,37500000.0,37087000.0,37130000.0,1158.85398154,37262000.0,62.453283609830535,915384.4288332015,1020196.7964140219,37786656.41808056,35440543.58191944
37106000.0,37392000.0,36800000.0,36914000.0,1779.58379652,37135600.0,59.8067821433777,848664.1904090345,985890.2752130243,37813443.963058636,35484456.036941364
36914000.0,37450000.0,36500000.0,37295000.0,2159.21154962,37199400.0,62.80113169507789,817112.274943836,952134.6751591867,37875898.62802183,35543501.37197817
37300000.0,37500000.0,36908000.0,37159000.0,1917.972879,37158600.0,61.05268222888892,772231.2896084934,916153.998049048,37918256.75963704,35588243.24036296
37159000.0,37634000.0,37103000.0,37186000.0,1002.49180224,37136800.0,61.283142070414264,730421.6140368357,879007.5212466056,37956208.379405186,35642491.620594814
37203000.0,37336000.0,37000000.0,37221000.0,717.52434149,37155000.0,61.600342682858425,692132.8754660338,841632.5920904912,37984226.72031896,35720473.27968104
37202000.0,37373000.0,37015000.0,37274000.0,784.06834897,37227000.0,62.10662149084102,658474.942107521,805001.0620938971,38008434.67701976,35806365.32298024
37274000.0,37495000.0,37260000.0,37356000.0,798.08476304,37239200.0,62.92115923634143,631142.0889963508,770229.2674743879,37970300.10549595,36003399.89450405
37355000.0,37472000.0,37176000.0,37309000.0,996.66398937,37269200.0,62.097232079468334,598785.6703024581,735940.5480400019,37956800.76247911,36133799.23752089
37309000.0,38100000.0,37292000.0,37997000.0,2089.71978556,37431400.0,68.58263698948872,621494.622376442,713051.3629072899,37990682.494018644,36309417.505981356
37997000.0,38400000.0,35672000.0,35683000.0,4110.60884134,37123800.0,42.34115082231669,447611.38400277495,659963.3671263868,38070270.12362285,36196829.87637715
35683000.0,36655000.0,35584000.0,36372000.0,2045.47513342,36943400.0,48.64230779187431,361240.05611453205,600218.7049240159,38084388.45273995,36167711.54726005
36372000.0,36622000.0,36046000.0,36097000.0,1547.27939523,36691600.0,46.45992471354074,267516.1945939511,533678.202858003,38114233.29989585,36012466.70010415
36097000.0,36507000.0,35930000.0,36442000.0,1217.75334037,36518200.0,49.51983480674009,218558.56867790222,470654.27602198283,38105260.9747929,35942339.0252071
36431000.0,36530000.0,36170000.0,36301000.0,656.73144125,36179000.0,48.304756446869895,166462.8951689899,409815.99985138426,38112460.58817059,35925339.41182941
36301000.0,37660000.0,36071000.0,37339000.0,2123.53029735,36510200.0,56.72338433735112,206553.60230395943,369163.5203418993,38097622.688383296,35927877.311616704
37312000.0,37398000.0,36555000.0,37226000.0,993.3631398,36681000.0,55.660697873784805,226595.56826664507,340649.92992684845,38058893.46959344,35934606.53040656
37295000.0,37452000.0,36855000.0,37274000.0,764.87297462,36916400.0,56.03746518554019,243544.73740246147,321228.891421971,38080550.42099346,35942749.57900654
37268000.0,37393000.0,37102000.0,37283000.0,859.54019096,37084600.0,56.11276753276485,254766.511085473,307936.4153546714,38071849.6570193,35943450.3429807
37283000.0,37438000.0,37167000.0,37333000.0,861.8513134,37291000.0,56.557960375916174,264643.78093871474,299277.8884714801,38075928.445956215,35943171.554043785
37333000.0,37402000.0,36900000.0,37015000.0,1356.33554435,37226200.0,52.88367087559451,243998.97776460648,288222.1063301054,38068757.76442073,35938842.23557927
37015000.0,37599000.0,36975000.0,37407000.0,1448.92662429,37262400.0,56.624499097386916,256314.31456250697,281840.5479765857,38106691.990464106,35950208.009535894
37406000.0,37451000.0,37000000.0,37114000.0,568.03969607,37230400.0,53.22306223299614,239668.90248606354,273406.21887848125,38091562.37576218,35947237.62423782
37153000.0,37189000.0,36304000.0,36749000.0,1155.70283347,37123600.0,49.25381760019924,194779.5465573892,257680.88441426284,38075272.03605445,35922527.96394555
36750000.0,36900000.0,36565000.0,36721000.0,631.7858826,37001200.0,48.95221836526877,155156.49508555233,237176.00654852073,38054936.296586774,35896363.703413226
36718000.0,36849000.0,36570000.0,36722000.0,689.69007933,36942600.0,48.96423800894667,122424.40068356693,214225.68537552998,38029216.22148209,35872183.77851791
36714000.0,36740000.0,36510000.0,36631000.0,487.67653813,36787400.0,47.859873748073376,88125.18825256824,189005.58595093765,37994932.73397523,35842167.26602477
36659000.0,36969000.0,36510000.0,36826000.0,544.22992786,36729800.0,50.4394443147428,75803.8658265397,166365.24192605805,37949987.328011446,35834112.671988554
36823000.0,36930000.0,36510000.0,36548000.0,348.7539929,36689600.0,46.8786621082857,43109.90818989277,141714.17517882498,37903926.092637,35804073.907363
36548000.0,36868000.0,36516000.0,36750000.0,275.24397761,36695400.0,49.65954992065518,33117.6632245481,119994.87278796961,37701412.66685329,35881887.33314671
36750000.0,36875000.0,36632000.0,36737000.0,392.9501553,36698400.0,49.480026524987586,23874.53496708721,100770.80522379313,37600217.25686459,36088482.74313541
36737000.0,36774000.0,36680000.0,36697000.0,317.45160084,36711600.0,48.89432273748352,13169.810150362551,83250.606209107,37588609.99993132,36132590.00006868
36692000.0,37189000.0,36675000.0,37134000.0,659.21706136,36773200.0,55.141691364744126,39493.23304153234,74499.13157559207,37558652.282571025,36266247.717428975
37135000.0,37432000.0,36960000.0,37085000.0,1072.21899778,36880600.0,54.33956376777404,55758.10017231107,70750.92529493586,37557080.98746002,36332119.01253998
37075000.0,37193000.0,36850000.0,37087000.0,174.76261615,36948000.0,54.36874102240423,68025.35390528291,70205.81101700527,37522570.9199502,36445229.0800498
37087000.0,37350000.0,36920000.0,37160000.0,474.43914515,37032600.0,55.48681511864939,82684.5942498669,72701.56766357759,37495362.326910116,36454537.673089884
37156000.0,37282000.0,37050000.0,37135000.0,626.71588039,37120200.0,54.98988788252661,91233.17749135196,76407.88962913246,37483492.74015523,36457307.25984477
37135000.0,37268000.0,36925000.0,37027000.0,1119.57866096,37098800.0,52.7903766023836,88275.70649831742,78781.45300296946,37452883.49724933,36463216.50275067
37029000.0,37204000.0,36961000.0,37048000.0,683.44913333,37091400.0,53.18250809820457,86627.82231290638,80350.72686495684,37420438.84042546,36472161.15957454
37060000.0,37079000.0,35444000.0,35909000.0,2905.28628834,36855800.0,35.80913535527142,-6510.865551024675,62978.40838176054,37499456.27649604,36250743.72350396
35916000.0,36440000.0,35849000.0,35920000.0,818.05525312,36607800.0,36.02649011041956,-78531.08122161776,34676.51046108488,37566244.97249948,36074455.02750052
35920000.0,36400000.0,35831000.0,36110000.0,687.80456038,36402800.0,39.81714548171962,-118905.53986699134,3960.1003954696316,37511558.860142514,35999441.139857486
36124000.0,36179000.0,35630000.0,35782000.0,1240.80069588,36153800.0,35.86617231484115,-175348.14376445115,-31901.548436514528,37536082.83740879,35841717.16259121
35775000.0,35982000.0,35568000.0,35715000.0,782.9894272,35887200.0,35.09999954750941,-222916.01697454602,-70104.44214412083,37583773.31464604,35690626.68535396
35715000.0,35923000.0,35230000.0,35802000.0,1167.25736879,35865800.0,36.98248693091476,-250703.76929613948,-106224.30757452456,37604000.09256973,35578499.90743027
35802000.0,35989000.0,35580000.0,35706000.0,700.9699966,35823000.0,35.75022558730732,-277275.8969635293,-140434.6254523255,37621493.28775494,35459406.71224506
35705000.0,36220000.0,35459000.0,36122000.0,585.68119383,35825400.0,44.39626925944771,-261749.49103952944,-164697.5985697663,37610191.307489246,35419808.692510754
36115000.0,36204000.0,35820000.0,36026000.0,692.9875463,35874200.0,42.95956212125171,-254260.14746899903,-182610.10834961286,37580225.768791154,35369774.231208846
36020000.0,36385000.0,36006000.0,36290000.0,767.78049033,35989200.0,47.94812581274452,-224435.0475494191,-190975.0961895741,37569636.70819526,35354563.29180474
36290000.0,37179000.0,36224000.0,37091000.0,1589.16202237,36247000.0,59.51674172698481,-134612.70376571268,-179702.6177048018,37614051.10141809,35344248.89858191
37077000.0,37750000.0,37033000.0,37289000.0,2030.90060119,36563600.0,61.77812598810528,-46910.152895100415,-153144.12474286155,37691160.21187762,35322339.78812238
37289000.0,37629000.0,37095000.0,37476000.0,1256.31870218,36834400.0,63.83294310605253,37254.63941543549,-115064.37191120214,37801649.53720283,35289750.46279717
37476000.0,37507000.0,37200000.0,37483000.0,309.34481111,37125800.0,63.91115544844278,103329.56627508253,-71385.58427394519,37860330.83164993,35265969.16835007
37487000.0,37575000.0,37300000.0,37401000.0,489.29094021,37348000.0,62.21388921666746,147378.81590842456,-27632.70423747124,37908465.923184074,35249434.076815926
37402000.0,38424000.0,37288000.0,37710000.0,2547.79607309,37471800.0,65.88996745314648,204860.37826037407,18865.912262097823,38012941.1029051,35207258.8970949
37710000.0,38137000.0,37678000.0,38051000.0,1396.97691064,37624200.0,69.42504512086326,274763.4783565104,70045.42548098034,38176091.72086873,35133208.27913127
38050000.0,38075000.0,37760000.0,37917000.0,805.05103018,37712400.0,66.50811150729055,315710.1980516985,119178.37999512398,38300370.03908827,35087129.96091173
37920000.0,37970000.0,37357000.0,37521000.0,886.1327642,37720000.0,58.663787174086146,312603.3807410747,157863.3801443141,38359621.83439151,35077278.16560849
37520000.0,37525000.0,36800000.0,37129000.0,689.56243255,37665600.0,52.1115383187174,275336.1776545048,181357.93964635226,38367300.595817015,35077699.404182985
37158000.0,37424000.0,36954000.0,37157000.0,737.64611426,37555000.0,52.51947471023367,245234.1105336398,194133.17382380978,38395861.067189395,35173938.932810605
37157000.0,37598000.0,37044000.0,37219000.0,1070.05125425,37388600.0,53.46475778887652,223801.04813941568,200066.74868693095,38420327.54202344,35279372.45797656
37224000.0,37283000.0,36596000.0,36777000.0,1461.42850145,37160600.0,46.37621546116665,169199.06423351914,193893.2117962486,38417324.0627798,35349075.9372202
36796000.0,37110000.0,36711000.0,37063000.0,886.87530277,37069000.0,50.91143310763167,147306.352464132,184575.83992982528,38396754.863737956,35497745.136262044
37064000.0,37771000.0,37003000.0,37537000.0,1717.68921919,37150600.0,57.34958122733096,166287.20389878005,180918.11272361624,38392506.75237396,35684193.24762604
37537000.0,37610000.0,37399000.0,37485000.0,163.46647952,37216200.0,56.47451126348157,175115.08232878894,179757.50664465077,38363307.23724517,35881692.76275483
37461000.0,37740000.0,37370000.0,37540000.0,557.18973779,37280400.0,57.21807277252703,184423.3622118011,180690.67775808083,38281689.50346127,36146710.49653873
37540000.0,37950000.0,37523000.0,37703000.0,902.6732283,37465600.0,59.4300821817076,202617.3323513493,185076.00867673452,38254365.5757764,36332134.4242236
37714000.0,37861000.0,37526000.0,37589000.0,648.93623874,37570800.0,57.20245146890065,205468.82083843648,189154.57110907492,38143165.87123298,36599634.12876702
37590000.0,37709000.0,37485000.0,37600000.0,520.92222527,37583400.0,57.36850188865695,206238.86086862534,192571.429060985,38032742.22743945,36841057.77256055
37629000.0,37709000.0,37449000.0,37619000.0,387.83192402,37610200.0,57.67397582377971,206007.5376914963,195258.65078708727,38042042.46431379,36884557.53568621
37619000.0,37680000.0,37480000.0,37568000.0,187.64093605,37615800.0,56.50361161593565,199410.26126848906,196088.97288336762,38051950.57421234,36902549.42578766
37571000.0,37754000.0,37568000.0,37585000.0,275.33540074,37592200.0,56.81817312613325,193325.09870039672,195536.19804677344,38059313.943639934,36906086.056360066
37596000.0,37700000.0,37480000.0,37669000.0,1033.00583242,37608200.0,58.418354116889525,193055.24086271226,195040.00660996122,38074305.07468165,36909694.92531835
37669000.0,37673000.0,37493000.0,37513000.0,562.44791264,37590800.0,54.387499080677756,178199.3096125275,191671.86721047448,38078449.17147225,36916750.82852775
37516000.0,37577000.0,37378000.0,37399000.0,543.74259764,37546800.0,51.58628040241806,155435.26877990365,184424.5475243603,38055931.686412804,36908168.313587196
37399000.0,37470000.0,37127000.0,37205000.0,898.477935,37474200.0,47.13698456767072,120353.06848334521,171610.25171615728,37962046.419669904,36917453.580330096
37205000.0,37347000.0,37000000.0,37079000.0,344.83435728,37373000.0,44.45514614006777,81444.18712868541,153577.0387986629,37894081.5084716,36901618.4915284
37079000.0,37351000.0,37018000.0,37301000.0,445.2061732,37299400.0,49.86717499654437,67741.28364992142,136409.8877689146,37881425.08024566,36892274.91975434
37296000.0,37342000.0,36810000.0,36920000.0,1108.14063992,37180800.0,42.257341850901106,25840.2477773875,114295.95977060919,37900289.45398815,36852510.54601185
36927000.0,37153000.0,36734000.0,37142000.0,638.94138475,37129400.0,47.30343600106601,10426.726819962263,93522.1131804798,37900835.02453897,36850464.97546103
37142000.0,37768000.0,37140000.0,37420000.0,1035.86101557,37172400.0,52.85906543101204,20408.421490691602,78899.37484252217,37906181.35413288,36865218.64586712
37420000.0,37569000.0,37118000.0,37241000.0,692.18704249,37204800.0,49.25807996050008,13717.06066017598,65862.91200605294,37854806.22332504,36962993.77667496
37241000.0,37344000.0,37000000.0,37031000.0,566.87646949,37150800.0,45.35441608435505,-8433.915040768683,51003.54659668861,37858359.242228776,36956240.757771224
37031000.0,37136000.0,36378000.0,36814000.0,1302.4490757,37129600.0,41.6787601631956,-43003.09640144557,32202.217997061776,37886187.581153065,36856112.418846935
36814000.0,36995000.0,36660000.0,36890000.0,708.37112208,37079200.0,43.4085936447559,-63534.47101278603,13054.880195092213,37894059.17164198,36788740.82835802
36890000.0,37252000.0,36833000.0,37102000.0,645.20877521,37015600.0,48.03844102797508,-61984.58535485715,-1953.0129148976575,37873655.032459326,36765344.967540674
37102000.0,37552000.0,37045000.0,37404000.0,934.92135901,37048200.0,53.83280109817683,-35972.742342464626,-8756.958800411052,37832003.68517055,36777096.31482945
37404000.0,37501000.0,37032000.0,37087000.0,697.21342999,37059400.0,47.8065439676425,-40470.8967647478,-15099.746393278401,37798073.74608188,36760826.25391812
37087000.0,37327000.0,37041000.0,37209000.0,193.39092211,37138400.0,50.12076948037808,-33801.69129201025,-18840.135373024772,37757779.463324204,36762020.536675796
37189000.0,37319000.0,37113000.0,37205000.0,263.99103609,37201400.0,50.042424205941494,-28510.4141690135,-20774.191132222517,37709287.48122025,36769112.51877975
37207000.0,37804000.0,37107000.0,37534000.0,1486.66555853,37287800.0,56.11817985531458,2205.09257029742,-16178.33439171853,37703042.90887092,36771957.09112908
37544000.0,37622000.0,37382000.0,37468000.0,678.59615693,37300600.0,54.68146105587138,20979.861752718687,-8746.695162831087,37682280.79122492,36781019.20877508
37512000.0,37610000.0,37450000.0,37579000.0,519.78804614,37399000.0,56.68973416880717,44305.05285857618,1863.654441450366,37661733.14509424,36792566.85490576
37579000.0,37750000.0,36998000.0,37177000.0,1276.42558644,37392600.0,48.3355950829336,30006.498279303312,7492.223209020955,37624951.62807205,36795748.37192795
37165000.0,37419000.0,36948000.0,37340000.0,418.35233154,37419600.0,51.45916180328752,31464.82163424045,12286.742894064853,37617404.58534021,36797395.41465979
37348000.0,37431000.0,37133000.0,37139000.0,424.48986648,37340600.0,47.63465436164644,16214.621167205274,13072.318548692938,37615189.72256674,36793010.27743326
37139000.0,37211000.0,36840000.0,37159000.0,1028.83042893,37278800.0,48.048397091705006,5677.117995969951,11593.27843814834,37615785.61416856,36800414.38583144
37159000.0,37190000.0,36980000.0,36981000.0,472.10106562,37159200.0,44.66590181893502,-16842.887257799506,5906.04529895877,37608960.12042411,36775239.87957589
36980000.0,37031000.0,36928000.0,36939000.0,311.42893097,37111600.0,43.88094061239472,-37645.25163316727,-2804.2140874664383,37607505.05184519,36778594.94815481
